UIDX,CRITICAL FLAG
te-116950,Critical
te-116951,Critical
te-116952,Critical
te-116953,Critical
te-116954,Critical
te-116955,Not Critical
te-116956,Not Critical
te-116957,Not Applicable
te-116958,Critical
te-116959,Not Critical
te-116960,Not Critical
te-116961,Critical
te-116962,Critical
te-116963,Critical
te-116964,Critical
te-116965,Not Critical
te-116966,Critical
te-116967,Critical
te-116968,Not Critical
te-116969,Not Applicable
te-116970,Critical
te-116971,Critical
te-116972,Not Critical
te-116973,Critical
te-116974,Not Critical
te-116975,Not Critical
te-116976,Not Critical
te-116977,Not Critical
te-116978,Critical
te-116979,Critical
te-116980,Critical
te-116981,Not Critical
te-116982,Critical
te-116983,Not Critical
te-116984,Critical
te-116985,Not Critical
te-116986,Not Critical
te-116987,Critical
te-116988,Not Critical
te-116989,Critical
te-116990,Critical
te-116991,Critical
te-116992,Critical
te-116993,Critical
te-116994,Critical
te-116995,Critical
te-116996,Critical
te-116997,Not Applicable
te-116998,Not Critical
te-116999,Not Critical
te-117000,Critical
te-117001,Critical
te-117002,Not Critical
te-117003,Not Critical
te-117004,Critical
te-117005,Critical
te-117006,Critical
te-117007,Not Critical
te-117008,Not Critical
te-117009,Not Applicable
te-117010,Not Critical
te-117011,Critical
te-117012,Critical
te-117013,Not Critical
te-117014,Not Critical
te-117015,Critical
te-117016,Critical
te-117017,Critical
te-117018,Critical
te-117019,Critical
te-117020,Critical
te-117021,Not Critical
te-117022,Critical
te-117023,Critical
te-117024,Critical
te-117025,Critical
te-117026,Critical
te-117027,Critical
te-117028,Not Critical
te-117029,Not Critical
te-117030,Critical
te-117031,Not Critical
te-117032,Not Applicable
te-117033,Not Critical
te-117034,Not Applicable
te-117035,Not Applicable
te-117036,Not Applicable
te-117037,Not Critical
te-117038,Not Critical
te-117039,Critical
te-117040,Not Critical
te-117041,Not Applicable
te-117042,Critical
te-117043,Critical
te-117044,Not Applicable
te-117045,Critical
te-117046,Not Critical
te-117047,Not Critical
te-117048,Critical
te-117049,Critical
te-117050,Critical
te-117051,Not Critical
te-117052,Critical
te-117053,Critical
te-117054,Not Critical
te-117055,Critical
te-117056,Critical
te-117057,Not Critical
te-117058,Critical
te-117059,Critical
te-117060,Critical
te-117061,Critical
te-117062,Not Critical
te-117063,Critical
te-117064,Critical
te-117065,Not Critical
te-117066,Not Critical
te-117067,Critical
te-117068,Not Critical
te-117069,Critical
te-117070,Critical
te-117071,Not Critical
te-117072,Critical
te-117073,Critical
te-117074,Critical
te-117075,Critical
te-117076,Critical
te-117077,Critical
te-117078,Critical
te-117079,Critical
te-117080,Critical
te-117081,Not Critical
te-117082,Critical
te-117083,Not Critical
te-117084,Critical
te-117085,Critical
te-117086,Critical
te-117087,Critical
te-117088,Critical
te-117089,Critical
te-117090,Critical
te-117091,Not Applicable
te-117092,Not Critical
te-117093,Critical
te-117094,Not Critical
te-117095,Not Critical
te-117096,Not Critical
te-117097,Not Critical
te-117098,Critical
te-117099,Critical
te-117100,Critical
te-117101,Not Critical
te-117102,Not Critical
te-117103,Not Critical
te-117104,Critical
te-117105,Not Critical
te-117106,Critical
te-117107,Not Critical
te-117108,Critical
te-117109,Critical
te-117110,Critical
te-117111,Not Critical
te-117112,Critical
te-117113,Not Critical
te-117114,Not Critical
te-117115,Not Critical
te-117116,Critical
te-117117,Critical
te-117118,Not Critical
te-117119,Critical
te-117120,Critical
te-117121,Critical
te-117122,Not Critical
te-117123,Critical
te-117124,Critical
te-117125,Critical
te-117126,Not Applicable
te-117127,Not Critical
te-117128,Critical
te-117129,Not Critical
te-117130,Not Critical
te-117131,Critical
te-117132,Not Critical
te-117133,Not Critical
te-117134,Critical
te-117135,Not Critical
te-117136,Critical
te-117137,Critical
te-117138,Critical
te-117139,Not Critical
te-117140,Not Critical
te-117141,Critical
te-117142,Critical
te-117143,Not Critical
te-117144,Critical
te-117145,Not Applicable
te-117146,Critical
te-117147,Critical
te-117148,Not Critical
te-117149,Critical
te-117150,Not Applicable
te-117151,Not Applicable
te-117152,Not Applicable
te-117153,Critical
te-117154,Not Critical
te-117155,Critical
te-117156,Not Critical
te-117157,Critical
te-117158,Not Critical
te-117159,Not Critical
te-117160,Critical
te-117161,Not Critical
te-117162,Not Critical
te-117163,Critical
te-117164,Critical
te-117165,Critical
te-117166,Critical
te-117167,Not Critical
te-117168,Critical
te-117169,Not Critical
te-117170,Critical
te-117171,Not Applicable
te-117172,Not Critical
te-117173,Not Critical
te-117174,Critical
te-117175,Critical
te-117176,Critical
te-117177,Critical
te-117178,Critical
te-117179,Not Critical
te-117180,Critical
te-117181,Not Critical
te-117182,Critical
te-117183,Not Critical
te-117184,Critical
te-117185,Critical
te-117186,Not Critical
te-117187,Not Critical
te-117188,Critical
te-117189,Not Critical
te-117190,Critical
te-117191,Critical
te-117192,Critical
te-117193,Critical
te-117194,Critical
te-117195,Critical
te-117196,Not Critical
te-117197,Critical
te-117198,Not Critical
te-117199,Critical
te-117200,Not Critical
te-117201,Critical
te-117202,Critical
te-117203,Critical
te-117204,Not Critical
te-117205,Not Applicable
te-117206,Critical
te-117207,Not Critical
te-117208,Not Critical
te-117209,Not Critical
te-117210,Not Critical
te-117211,Critical
te-117212,Not Critical
te-117213,Not Applicable
te-117214,Critical
te-117215,Critical
te-117216,Not Critical
te-117217,Critical
te-117218,Not Critical
te-117219,Not Critical
te-117220,Critical
te-117221,Critical
te-117222,Critical
te-117223,Critical
te-117224,Not Critical
te-117225,Not Critical
te-117226,Not Critical
te-117227,Not Critical
te-117228,Critical
te-117229,Not Critical
te-117230,Critical
te-117231,Critical
te-117232,Not Critical
te-117233,Critical
te-117234,Critical
te-117235,Critical
te-117236,Not Critical
te-117237,Not Critical
te-117238,Critical
te-117239,Critical
te-117240,Not Critical
te-117241,Not Critical
te-117242,Not Applicable
te-117243,Critical
te-117244,Critical
te-117245,Critical
te-117246,Critical
te-117247,Critical
te-117248,Not Critical
te-117249,Not Critical
te-117250,Not Critical
te-117251,Critical
te-117252,Critical
te-117253,Critical
te-117254,Not Critical
te-117255,Not Critical
te-117256,Not Critical
te-117257,Not Applicable
te-117258,Critical
te-117259,Not Critical
te-117260,Not Critical
te-117261,Critical
te-117262,Critical
te-117263,Not Applicable
te-117264,Critical
te-117265,Critical
te-117266,Critical
te-117267,Critical
te-117268,Not Critical
te-117269,Critical
te-117270,Critical
te-117271,Critical
te-117272,Critical
te-117273,Critical
te-117274,Not Critical
te-117275,Critical
te-117276,Critical
te-117277,Not Critical
te-117278,Not Critical
te-117279,Critical
te-117280,Not Critical
te-117281,Not Critical
te-117282,Critical
te-117283,Not Critical
te-117284,Critical
te-117285,Critical
te-117286,Critical
te-117287,Not Critical
te-117288,Critical
te-117289,Critical
te-117290,Not Applicable
te-117291,Not Critical
te-117292,Not Critical
te-117293,Critical
te-117294,Critical
te-117295,Not Critical
te-117296,Critical
te-117297,Not Critical
te-117298,Critical
te-117299,Not Critical
te-117300,Not Critical
te-117301,Critical
te-117302,Critical
te-117303,Critical
te-117304,Not Critical
te-117305,Critical
te-117306,Critical
te-117307,Not Critical
te-117308,Not Critical
te-117309,Critical
te-117310,Critical
te-117311,Critical
te-117312,Critical
te-117313,Not Critical
te-117314,Not Critical
te-117315,Critical
te-117316,Critical
te-117317,Critical
te-117318,Not Critical
te-117319,Critical
te-117320,Critical
te-117321,Critical
te-117322,Not Critical
te-117323,Critical
te-117324,Critical
te-117325,Critical
te-117326,Not Critical
te-117327,Not Critical
te-117328,Not Critical
te-117329,Critical
te-117330,Critical
te-117331,Not Critical
te-117332,Critical
te-117333,Critical
te-117334,Critical
te-117335,Critical
te-117336,Critical
te-117337,Critical
te-117338,Critical
te-117339,Critical
te-117340,Not Critical
te-117341,Critical
te-117342,Not Critical
te-117343,Critical
te-117344,Critical
te-117345,Critical
te-117346,Not Critical
te-117347,Not Critical
te-117348,Not Applicable
te-117349,Not Critical
te-117350,Not Critical
te-117351,Not Critical
te-117352,Critical
te-117353,Not Critical
te-117354,Critical
te-117355,Critical
te-117356,Critical
te-117357,Not Critical
te-117358,Critical
te-117359,Not Critical
te-117360,Critical
te-117361,Critical
te-117362,Critical
te-117363,Critical
te-117364,Critical
te-117365,Not Critical
te-117366,Not Critical
te-117367,Not Applicable
te-117368,Not Critical
te-117369,Critical
te-117370,Critical
te-117371,Not Critical
te-117372,Not Critical
te-117373,Critical
te-117374,Not Applicable
te-117375,Critical
te-117376,Not Critical
te-117377,Not Critical
te-117378,Critical
te-117379,Critical
te-117380,Critical
te-117381,Not Critical
te-117382,Critical
te-117383,Critical
te-117384,Critical
te-117385,Not Critical
te-117386,Critical
te-117387,Critical
te-117388,Critical
te-117389,Critical
te-117390,Not Critical
te-117391,Critical
te-117392,Critical
te-117393,Critical
te-117394,Not Applicable
te-117395,Not Critical
te-117396,Critical
te-117397,Not Critical
te-117398,Critical
te-117399,Critical
te-117400,Critical
te-117401,Not Critical
te-117402,Critical
te-117403,Not Critical
te-117404,Critical
te-117405,Critical
te-117406,Not Critical
te-117407,Not Critical
te-117408,Not Critical
te-117409,Critical
te-117410,Critical
te-117411,Critical
te-117412,Not Critical
te-117413,Critical
te-117414,Not Applicable
te-117415,Not Critical
te-117416,Not Applicable
te-117417,Not Critical
te-117418,Critical
te-117419,Critical
te-117420,Critical
te-117421,Critical
te-117422,Not Critical
te-117423,Critical
te-117424,Critical
te-117425,Not Critical
te-117426,Critical
te-117427,Not Applicable
te-117428,Not Critical
te-117429,Critical
te-117430,Critical
te-117431,Critical
te-117432,Critical
te-117433,Not Critical
te-117434,Not Critical
te-117435,Critical
te-117436,Critical
te-117437,Not Critical
te-117438,Not Critical
te-117439,Not Critical
te-117440,Critical
te-117441,Not Critical
te-117442,Not Critical
te-117443,Critical
te-117444,Not Critical
te-117445,Not Critical
te-117446,Not Critical
te-117447,Not Applicable
te-117448,Critical
te-117449,Not Critical
te-117450,Critical
te-117451,Not Critical
te-117452,Critical
te-117453,Critical
te-117454,Not Critical
te-117455,Critical
te-117456,Critical
te-117457,Critical
te-117458,Critical
te-117459,Not Critical
te-117460,Critical
te-117461,Critical
te-117462,Not Critical
te-117463,Not Critical
te-117464,Not Critical
te-117465,Not Applicable
te-117466,Critical
te-117467,Critical
te-117468,Not Critical
te-117469,Critical
te-117470,Not Critical
te-117471,Not Critical
te-117472,Critical
te-117473,Not Critical
te-117474,Not Critical
te-117475,Not Critical
te-117476,Not Critical
te-117477,Critical
te-117478,Critical
te-117479,Not Critical
te-117480,Not Critical
te-117481,Not Critical
te-117482,Critical
te-117483,Critical
te-117484,Critical
te-117485,Not Critical
te-117486,Not Critical
te-117487,Critical
te-117488,Not Critical
te-117489,Not Critical
te-117490,Critical
te-117491,Critical
te-117492,Critical
te-117493,Critical
te-117494,Critical
te-117495,Not Critical
te-117496,Critical
te-117497,Critical
te-117498,Not Critical
te-117499,Critical
te-117500,Critical
te-117501,Critical
te-117502,Critical
te-117503,Not Critical
te-117504,Critical
te-117505,Critical
te-117506,Not Critical
te-117507,Critical
te-117508,Critical
te-117509,Critical
te-117510,Not Critical
te-117511,Critical
te-117512,Not Critical
te-117513,Not Critical
te-117514,Critical
te-117515,Critical
te-117516,Critical
te-117517,Not Critical
te-117518,Critical
te-117519,Not Critical
te-117520,Not Critical
te-117521,Critical
te-117522,Critical
te-117523,Not Critical
te-117524,Critical
te-117525,Critical
te-117526,Critical
te-117527,Not Critical
te-117528,Critical
te-117529,Critical
te-117530,Critical
te-117531,Not Critical
te-117532,Not Critical
te-117533,Not Critical
te-117534,Critical
te-117535,Not Critical
te-117536,Critical
te-117537,Not Critical
te-117538,Not Applicable
te-117539,Critical
te-117540,Critical
te-117541,Not Critical
te-117542,Not Critical
te-117543,Not Critical
te-117544,Critical
te-117545,Critical
te-117546,Critical
te-117547,Critical
te-117548,Critical
te-117549,Not Critical
te-117550,Not Critical
te-117551,Not Critical
te-117552,Critical
te-117553,Critical
te-117554,Critical
te-117555,Not Critical
te-117556,Not Critical
te-117557,Critical
te-117558,Critical
te-117559,Critical
te-117560,Critical
te-117561,Critical
te-117562,Not Critical
te-117563,Not Applicable
te-117564,Not Applicable
te-117565,Critical
te-117566,Critical
te-117567,Not Critical
te-117568,Not Applicable
te-117569,Not Applicable
te-117570,Not Critical
te-117571,Critical
te-117572,Critical
te-117573,Critical
te-117574,Not Applicable
te-117575,Critical
te-117576,Critical
te-117577,Critical
te-117578,Not Critical
te-117579,Not Critical
te-117580,Critical
te-117581,Critical
te-117582,Not Critical
te-117583,Critical
te-117584,Not Critical
te-117585,Not Critical
te-117586,Critical
te-117587,Not Critical
te-117588,Not Critical
te-117589,Critical
te-117590,Critical
te-117591,Critical
te-117592,Not Critical
te-117593,Not Critical
te-117594,Not Critical
te-117595,Critical
te-117596,Not Critical
te-117597,Not Critical
te-117598,Not Critical
te-117599,Critical
te-117600,Critical
te-117601,Critical
te-117602,Critical
te-117603,Not Critical
te-117604,Critical
te-117605,Critical
te-117606,Not Critical
te-117607,Critical
te-117608,Critical
te-117609,Not Critical
te-117610,Not Critical
te-117611,Not Critical
te-117612,Not Critical
te-117613,Not Critical
te-117614,Critical
te-117615,Critical
te-117616,Not Critical
te-117617,Not Applicable
te-117618,Critical
te-117619,Not Critical
te-117620,Critical
te-117621,Not Critical
te-117622,Critical
te-117623,Not Critical
te-117624,Critical
te-117625,Critical
te-117626,Not Critical
te-117627,Critical
te-117628,Critical
te-117629,Not Critical
te-117630,Not Critical
te-117631,Not Critical
te-117632,Critical
te-117633,Not Critical
te-117634,Critical
te-117635,Critical
te-117636,Critical
te-117637,Critical
te-117638,Critical
te-117639,Critical
te-117640,Not Critical
te-117641,Critical
te-117642,Critical
te-117643,Critical
te-117644,Not Critical
te-117645,Critical
te-117646,Not Critical
te-117647,Not Critical
te-117648,Critical
te-117649,Not Critical
te-117650,Critical
te-117651,Not Critical
te-117652,Critical
te-117653,Critical
te-117654,Critical
te-117655,Critical
te-117656,Critical
te-117657,Critical
te-117658,Not Critical
te-117659,Critical
te-117660,Critical
te-117661,Critical
te-117662,Critical
te-117663,Critical
te-117664,Not Applicable
te-117665,Not Critical
te-117666,Critical
te-117667,Critical
te-117668,Not Critical
te-117669,Critical
te-117670,Critical
te-117671,Critical
te-117672,Not Critical
te-117673,Not Applicable
te-117674,Critical
te-117675,Not Critical
te-117676,Not Critical
te-117677,Not Critical
te-117678,Not Critical
te-117679,Critical
te-117680,Not Critical
te-117681,Critical
te-117682,Critical
te-117683,Not Critical
te-117684,Not Critical
te-117685,Not Critical
te-117686,Not Critical
te-117687,Not Critical
te-117688,Not Critical
te-117689,Critical
te-117690,Not Critical
te-117691,Critical
te-117692,Not Critical
te-117693,Critical
te-117694,Not Critical
te-117695,Critical
te-117696,Not Critical
te-117697,Critical
te-117698,Not Critical
te-117699,Critical
te-117700,Critical
te-117701,Critical
te-117702,Not Critical
te-117703,Critical
te-117704,Critical
te-117705,Critical
te-117706,Not Critical
te-117707,Critical
te-117708,Not Critical
te-117709,Not Critical
te-117710,Critical
te-117711,Critical
te-117712,Not Critical
te-117713,Critical
te-117714,Critical
te-117715,Not Critical
te-117716,Critical
te-117717,Not Critical
te-117718,Critical
te-117719,Critical
te-117720,Not Critical
te-117721,Critical
te-117722,Not Critical
te-117723,Critical
te-117724,Not Critical
te-117725,Critical
te-117726,Critical
te-117727,Critical
te-117728,Not Critical
te-117729,Not Critical
te-117730,Not Critical
te-117731,Not Critical
te-117732,Not Critical
te-117733,Critical
te-117734,Not Critical
te-117735,Critical
te-117736,Critical
te-117737,Critical
te-117738,Critical
te-117739,Not Critical
te-117740,Critical
te-117741,Not Critical
te-117742,Not Critical
te-117743,Not Critical
te-117744,Not Critical
te-117745,Not Critical
te-117746,Critical
te-117747,Not Critical
te-117748,Critical
te-117749,Critical
te-117750,Critical
te-117751,Not Critical
te-117752,Critical
te-117753,Not Critical
te-117754,Not Applicable
te-117755,Critical
te-117756,Critical
te-117757,Critical
te-117758,Critical
te-117759,Critical
te-117760,Critical
te-117761,Not Critical
te-117762,Critical
te-117763,Critical
te-117764,Not Critical
te-117765,Critical
te-117766,Critical
te-117767,Not Critical
te-117768,Not Critical
te-117769,Critical
te-117770,Not Critical
te-117771,Not Critical
te-117772,Critical
te-117773,Critical
te-117774,Not Critical
te-117775,Critical
te-117776,Not Critical
te-117777,Not Critical
te-117778,Critical
te-117779,Not Critical
te-117780,Not Applicable
te-117781,Not Critical
te-117782,Not Critical
te-117783,Not Applicable
te-117784,Critical
te-117785,Critical
te-117786,Critical
te-117787,Critical
te-117788,Not Applicable
te-117789,Critical
te-117790,Not Critical
te-117791,Not Applicable
te-117792,Not Critical
te-117793,Critical
te-117794,Critical
te-117795,Not Critical
te-117796,Critical
te-117797,Critical
te-117798,Critical
te-117799,Not Critical
te-117800,Not Critical
te-117801,Critical
te-117802,Not Critical
te-117803,Not Critical
te-117804,Critical
te-117805,Critical
te-117806,Not Critical
te-117807,Critical
te-117808,Not Critical
te-117809,Critical
te-117810,Not Critical
te-117811,Not Critical
te-117812,Critical
te-117813,Not Critical
te-117814,Critical
te-117815,Critical
te-117816,Critical
te-117817,Not Critical
te-117818,Critical
te-117819,Not Critical
te-117820,Critical
te-117821,Critical
te-117822,Critical
te-117823,Not Applicable
te-117824,Not Critical
te-117825,Critical
te-117826,Critical
te-117827,Critical
te-117828,Not Critical
te-117829,Critical
te-117830,Not Critical
te-117831,Critical
te-117832,Not Critical
te-117833,Critical
te-117834,Critical
te-117835,Not Applicable
te-117836,Not Critical
te-117837,Critical
te-117838,Critical
te-117839,Critical
te-117840,Not Critical
te-117841,Critical
te-117842,Critical
te-117843,Not Critical
te-117844,Not Applicable
te-117845,Critical
te-117846,Critical
te-117847,Critical
te-117848,Not Critical
te-117849,Critical
te-117850,Critical
te-117851,Critical
te-117852,Critical
te-117853,Critical
te-117854,Critical
te-117855,Not Applicable
te-117856,Not Critical
te-117857,Critical
te-117858,Critical
te-117859,Critical
te-117860,Not Critical
te-117861,Not Critical
te-117862,Not Critical
te-117863,Not Critical
te-117864,Critical
te-117865,Not Critical
te-117866,Critical
te-117867,Critical
te-117868,Critical
te-117869,Not Applicable
te-117870,Critical
te-117871,Critical
te-117872,Critical
te-117873,Not Critical
te-117874,Critical
te-117875,Not Critical
te-117876,Not Critical
te-117877,Critical
te-117878,Critical
te-117879,Critical
te-117880,Not Applicable
te-117881,Not Applicable
te-117882,Critical
te-117883,Critical
te-117884,Critical
te-117885,Not Critical
te-117886,Critical
te-117887,Critical
te-117888,Critical
te-117889,Critical
te-117890,Critical
te-117891,Critical
te-117892,Critical
te-117893,Not Critical
te-117894,Critical
te-117895,Not Critical
te-117896,Not Critical
te-117897,Critical
te-117898,Critical
te-117899,Critical
te-117900,Not Critical
te-117901,Not Critical
te-117902,Critical
te-117903,Critical
te-117904,Critical
te-117905,Not Critical
te-117906,Critical
te-117907,Critical
te-117908,Critical
te-117909,Critical
te-117910,Critical
te-117911,Not Critical
te-117912,Not Critical
te-117913,Not Critical
te-117914,Critical
te-117915,Critical
te-117916,Critical
te-117917,Critical
te-117918,Critical
te-117919,Critical
te-117920,Not Critical
te-117921,Critical
te-117922,Critical
te-117923,Not Critical
te-117924,Critical
te-117925,Not Applicable
te-117926,Critical
te-117927,Critical
te-117928,Not Applicable
te-117929,Critical
te-117930,Not Critical
te-117931,Not Critical
te-117932,Critical
te-117933,Not Critical
te-117934,Critical
te-117935,Critical
te-117936,Not Critical
te-117937,Not Critical
te-117938,Critical
te-117939,Critical
te-117940,Not Critical
te-117941,Critical
te-117942,Critical
te-117943,Critical
te-117944,Critical
te-117945,Critical
te-117946,Not Critical
te-117947,Critical
te-117948,Critical
te-117949,Not Critical
te-117950,Not Applicable
te-117951,Critical
te-117952,Not Critical
te-117953,Critical
te-117954,Critical
te-117955,Critical
te-117956,Not Applicable
te-117957,Critical
te-117958,Critical
te-117959,Critical
te-117960,Not Critical
te-117961,Critical
te-117962,Not Critical
te-117963,Not Critical
te-117964,Not Critical
te-117965,Not Critical
te-117966,Critical
te-117967,Critical
te-117968,Critical
te-117969,Not Critical
te-117970,Critical
te-117971,Not Critical
te-117972,Not Critical
te-117973,Not Critical
te-117974,Not Critical
te-117975,Critical
te-117976,Critical
te-117977,Not Applicable
te-117978,Critical
te-117979,Critical
te-117980,Critical
te-117981,Critical
te-117982,Not Critical
te-117983,Not Critical
te-117984,Critical
te-117985,Not Critical
te-117986,Critical
te-117987,Critical
te-117988,Critical
te-117989,Not Critical
te-117990,Not Critical
te-117991,Critical
te-117992,Critical
te-117993,Not Critical
te-117994,Critical
te-117995,Not Critical
te-117996,Critical
te-117997,Not Critical
te-117998,Not Critical
te-117999,Not Critical
te-118000,Not Critical
te-118001,Not Critical
te-118002,Critical
te-118003,Not Critical
te-118004,Critical
te-118005,Not Critical
te-118006,Critical
te-118007,Not Critical
te-118008,Critical
te-118009,Critical
te-118010,Not Critical
te-118011,Critical
te-118012,Critical
te-118013,Critical
te-118014,Critical
te-118015,Critical
te-118016,Critical
te-118017,Critical
te-118018,Critical
te-118019,Not Critical
te-118020,Critical
te-118021,Critical
te-118022,Not Critical
te-118023,Critical
te-118024,Not Critical
te-118025,Critical
te-118026,Not Critical
te-118027,Critical
te-118028,Critical
te-118029,Not Critical
te-118030,Not Critical
te-118031,Not Critical
te-118032,Critical
te-118033,Critical
te-118034,Critical
te-118035,Not Critical
te-118036,Not Critical
te-118037,Critical
te-118038,Not Critical
te-118039,Critical
te-118040,Not Critical
te-118041,Not Critical
te-118042,Critical
te-118043,Critical
te-118044,Critical
te-118045,Not Critical
te-118046,Critical
te-118047,Not Critical
te-118048,Critical
te-118049,Not Critical
te-118050,Critical
te-118051,Not Critical
te-118052,Critical
te-118053,Not Critical
te-118054,Not Critical
te-118055,Critical
te-118056,Not Critical
te-118057,Not Critical
te-118058,Critical
te-118059,Critical
te-118060,Critical
te-118061,Critical
te-118062,Critical
te-118063,Not Critical
te-118064,Critical
te-118065,Critical
te-118066,Not Critical
te-118067,Critical
te-118068,Not Critical
te-118069,Critical
te-118070,Not Critical
te-118071,Critical
te-118072,Critical
te-118073,Not Critical
te-118074,Critical
te-118075,Not Critical
te-118076,Not Critical
te-118077,Critical
te-118078,Not Critical
te-118079,Critical
te-118080,Critical
te-118081,Not Critical
te-118082,Critical
te-118083,Critical
te-118084,Critical
te-118085,Critical
te-118086,Not Critical
te-118087,Critical
te-118088,Not Critical
te-118089,Critical
te-118090,Critical
te-118091,Critical
te-118092,Critical
te-118093,Critical
te-118094,Critical
te-118095,Critical
te-118096,Not Critical
te-118097,Not Critical
te-118098,Not Critical
te-118099,Not Critical
te-118100,Critical
te-118101,Not Critical
te-118102,Critical
te-118103,Critical
te-118104,Critical
te-118105,Critical
te-118106,Critical
te-118107,Critical
te-118108,Critical
te-118109,Critical
te-118110,Not Critical
te-118111,Not Critical
te-118112,Not Critical
te-118113,Critical
te-118114,Critical
te-118115,Critical
te-118116,Critical
te-118117,Critical
te-118118,Not Critical
te-118119,Critical
te-118120,Not Critical
te-118121,Not Critical
te-118122,Critical
te-118123,Not Critical
te-118124,Critical
te-118125,Critical
te-118126,Not Critical
te-118127,Not Critical
te-118128,Not Critical
te-118129,Critical
te-118130,Critical
te-118131,Critical
te-118132,Critical
te-118133,Critical
te-118134,Critical
te-118135,Critical
te-118136,Not Critical
te-118137,Critical
te-118138,Not Critical
te-118139,Not Critical
te-118140,Not Critical
te-118141,Not Critical
te-118142,Not Critical
te-118143,Critical
te-118144,Not Critical
te-118145,Critical
te-118146,Not Applicable
te-118147,Critical
te-118148,Not Critical
te-118149,Critical
te-118150,Critical
te-118151,Critical
te-118152,Critical
te-118153,Critical
te-118154,Critical
te-118155,Critical
te-118156,Critical
te-118157,Not Critical
te-118158,Critical
te-118159,Not Critical
te-118160,Not Critical
te-118161,Not Critical
te-118162,Critical
te-118163,Not Critical
te-118164,Critical
te-118165,Not Critical
te-118166,Not Critical
te-118167,Not Critical
te-118168,Critical
te-118169,Critical
te-118170,Critical
te-118171,Not Critical
te-118172,Not Critical
te-118173,Not Applicable
te-118174,Not Critical
te-118175,Critical
te-118176,Critical
te-118177,Critical
te-118178,Critical
te-118179,Not Critical
te-118180,Not Critical
te-118181,Not Critical
te-118182,Critical
te-118183,Critical
te-118184,Critical
te-118185,Critical
te-118186,Not Critical
te-118187,Not Critical
te-118188,Critical
te-118189,Not Critical
te-118190,Critical
te-118191,Critical
te-118192,Critical
te-118193,Not Critical
te-118194,Critical
te-118195,Not Critical
te-118196,Not Critical
te-118197,Not Critical
te-118198,Not Critical
te-118199,Not Critical
te-118200,Critical
te-118201,Critical
te-118202,Critical
te-118203,Critical
te-118204,Not Critical
te-118205,Critical
te-118206,Critical
te-118207,Critical
te-118208,Critical
te-118209,Critical
te-118210,Not Critical
te-118211,Critical
te-118212,Critical
te-118213,Not Critical
te-118214,Not Critical
te-118215,Not Critical
te-118216,Critical
te-118217,Not Critical
te-118218,Critical
te-118219,Critical
te-118220,Not Critical
te-118221,Not Critical
te-118222,Critical
te-118223,Not Critical
te-118224,Not Applicable
te-118225,Critical
te-118226,Critical
te-118227,Not Critical
te-118228,Not Critical
te-118229,Critical
te-118230,Not Critical
te-118231,Critical
te-118232,Not Critical
te-118233,Not Applicable
te-118234,Critical
te-118235,Critical
te-118236,Critical
te-118237,Not Critical
te-118238,Not Critical
te-118239,Critical
te-118240,Not Critical
te-118241,Critical
te-118242,Critical
te-118243,Critical
te-118244,Critical
te-118245,Critical
te-118246,Not Critical
te-118247,Not Critical
te-118248,Not Critical
te-118249,Critical
te-118250,Critical
te-118251,Critical
te-118252,Not Critical
te-118253,Critical
te-118254,Critical
te-118255,Not Critical
te-118256,Critical
te-118257,Critical
te-118258,Critical
te-118259,Not Applicable
te-118260,Not Critical
te-118261,Not Critical
te-118262,Not Critical
te-118263,Critical
te-118264,Not Critical
te-118265,Critical
te-118266,Critical
te-118267,Not Critical
te-118268,Critical
te-118269,Critical
te-118270,Not Critical
te-118271,Not Critical
te-118272,Critical
te-118273,Critical
te-118274,Not Critical
te-118275,Critical
te-118276,Not Critical
te-118277,Critical
te-118278,Critical
te-118279,Not Critical
te-118280,Critical
te-118281,Critical
te-118282,Critical
te-118283,Not Critical
te-118284,Critical
te-118285,Critical
te-118286,Not Critical
te-118287,Critical
te-118288,Not Applicable
te-118289,Not Applicable
te-118290,Critical
te-118291,Critical
te-118292,Not Critical
te-118293,Critical
te-118294,Critical
te-118295,Critical
te-118296,Critical
te-118297,Critical
te-118298,Not Critical
te-118299,Critical
te-118300,Critical
te-118301,Critical
te-118302,Critical
te-118303,Critical
te-118304,Critical
te-118305,Not Critical
te-118306,Not Critical
te-118307,Critical
te-118308,Critical
te-118309,Not Critical
te-118310,Critical
te-118311,Not Critical
te-118312,Not Critical
te-118313,Critical
te-118314,Critical
te-118315,Not Critical
te-118316,Critical
te-118317,Not Critical
te-118318,Critical
te-118319,Not Critical
te-118320,Critical
te-118321,Not Critical
te-118322,Not Critical
te-118323,Not Critical
te-118324,Not Critical
te-118325,Not Critical
te-118326,Not Applicable
te-118327,Critical
te-118328,Critical
te-118329,Not Critical
te-118330,Critical
te-118331,Critical
te-118332,Critical
te-118333,Critical
te-118334,Critical
te-118335,Critical
te-118336,Critical
te-118337,Critical
te-118338,Not Critical
te-118339,Not Applicable
te-118340,Critical
te-118341,Critical
te-118342,Not Critical
te-118343,Critical
te-118344,Critical
te-118345,Not Critical
te-118346,Critical
te-118347,Not Critical
te-118348,Not Applicable
te-118349,Not Applicable
te-118350,Not Critical
te-118351,Not Critical
te-118352,Not Applicable
te-118353,Not Applicable
te-118354,Not Critical
te-118355,Critical
te-118356,Not Critical
te-118357,Critical
te-118358,Critical
te-118359,Not Critical
